,Unnamed: 0,DEPTH,DEN,GR,PHIE_D,PHIT_D,VP,VS,VSH_GR
197,4077,1809.625,2.15573,27.835279999999997,0.28707509999999997,0.3089188,3.10758,1.61816,0.1397996
198,4078,1809.75,2.15164,27.8042,0.2896765,0.31147509999999995,3.09121,1.6144100000000001,0.1395105
199,4079,1809.875,2.1478099999999998,25.16238,0.2958098,0.3138688,3.09077,1.60151,0.1155777
200,4080,1810.0,2.14931,26.30572,0.2932778,0.31293119999999996,3.10201,1.61855,0.1257819
201,4081,1810.125,2.1472,25.993879999999997,0.295035,0.31425,3.10787,1.61913,0.12297580000000001
202,4082,1810.25,2.14509,25.68204,0.2967895,0.3155687,3.11375,1.61971,0.12018699999999999
203,4083,1810.375,2.14748,26.635890000000003,0.29395440000000006,0.314075,3.12115,1.6255,0.1287719
204,4084,1810.5,2.14813,27.05818,0.2929462,0.3136688,3.13959,1.62215,0.1326248
205,4085,1810.625,2.15659,27.17265,0.2874946,0.3083813,3.14669,1.62659,0.1336747
206,4086,1810.75,2.15985,26.17783,0.2868706,0.30634390000000006,3.14975,1.62611,0.12462899999999999
207,4087,1810.875,2.16312,25.18301,0.2862126,0.3043,3.1528099999999997,1.62564,0.1157597
208,4088,1811.0,2.15557,26.96401,0.2884308,0.30901880000000004,3.15231,1.62545,0.13176279999999999
209,4089,1811.125,2.15328,25.58435,0.2918068,0.31045,3.15505,1.6275700000000002,0.11931689999999999
210,4090,1811.25,2.15235,25.80614,0.292079,0.3110313,3.1593400000000003,1.6389799999999999,0.12129480000000001
211,4091,1811.375,2.15702,26.01106,0.28887340000000006,0.3081125,3.16007,1.6414,0.12312999999999999
212,4092,1811.5,2.1606099999999997,26.226470000000003,0.28632709999999995,0.3058688,3.1541200000000003,1.6430099999999999,0.1250672
213,4093,1811.625,2.1642,26.44189,0.28377929999999996,0.303625,3.1482,1.64463,0.1270127
214,4094,1811.75,2.16069,25.10322,0.2878413,0.3058187,3.137,1.64189,0.1150559
215,4095,1811.875,2.1665799999999997,26.942059999999998,0.28158099999999997,0.30213759999999995,3.13377,1.63271,0.13156210000000002
216,4096,1812.0,2.15834,26.769920000000003,0.2869764,0.3072875,3.13416,1.62891,0.1299913
217,4097,1812.125,2.16162,26.54839,0.28524109999999997,0.3052376,3.12837,1.6283,0.1279776
218,4098,1812.25,2.16491,26.326859999999996,0.283498,0.3031812,3.1226,1.62768,0.1259728
219,4099,1812.375,2.15788,26.881709999999998,0.2871045,0.307575,3.11945,1.6248799999999999,0.13101079999999998
220,4100,1812.5,2.15387,26.328159999999997,0.2903961,0.3100812,3.13416,1.62599,0.1259845
221,4101,1812.625,2.15647,26.933909999999997,0.2879113,0.3084562,3.16302,1.62866,0.1314877
222,4102,1812.75,2.16723,25.54952,0.28313649999999996,0.30173130000000004,3.2086799999999998,1.63065,0.11900699999999999
223,4103,1812.875,2.17213,24.91836,0.2809454,0.2986687,3.21502,1.6327,0.1134295
224,4104,1813.0,2.17703,24.2872,0.2787435,0.2956062,3.22138,1.63477,0.1079213
225,4105,1813.125,2.17216,25.88985,0.2795808,0.2986501,3.21615,1.6685299999999998,0.1220435
226,4106,1813.25,2.17387,25.77046,0.2786787,0.2975812,3.19659,1.67737,0.120976
227,4107,1813.375,2.17409,25.74231,0.27858059999999996,0.29744380000000004,3.17098,1.69039,0.12072460000000002
228,4108,1813.5,2.17076,26.80756,0.27916040000000003,0.2995251,3.14678,1.67103,0.13033430000000001
229,4109,1813.625,2.16824,27.85635,0.2792257,0.3011,3.14446,1.6540700000000002,0.1399957
230,4110,1813.75,2.16572,28.90515,0.2792594,0.302675,3.14214,1.6374600000000001,0.1498599
231,4111,1813.875,2.16079,27.21175,0.2848135,0.30575630000000004,3.15413,1.62722,0.13403389999999998
232,4112,1814.0,2.15931,25.03485,0.2887978,0.3066812,3.16601,1.63129,0.1144537
233,4113,1814.125,2.1565,25.55078,0.2898409,0.3084375,3.1696299999999997,1.6407900000000002,0.1190182
234,4114,1814.25,2.1602200000000003,26.55075,0.2861127,0.30611259999999996,3.16222,1.6435799999999998,0.1279991
235,4115,1814.375,2.16393,27.550720000000002,0.28236259999999996,0.3037938,3.15484,1.6463700000000001,0.1371595
236,4116,1814.5,2.17312,28.06438,0.27587249999999996,0.29805,3.14968,1.6432799999999999,0.14193599999999998
